inst#,actual,predicted,error,prediction,tweet,tweet,ID,SentiReal,SentPredict,SentPredict/2,sentPredictlog,,AVGReal,AVGPredict
109,1,-1,+,0.83,'google ibm arm amd begin assault intels server franchise','google ibm arm amd begin assault intels server franchise',7.19905E+17,0.368,-0.83,,,,,
171,1,1,,0.76,'broke bull flag channel make new highs','broke bull flag channel make new highs',5804933,0.369,0.76,0.38,,,,
172,1,1,,1,'okay start quietly ','shorts start quietly covering',36245025,0.37,1,0.5,,,,
174,1,1,,0.95,'okay mark bounce 50sma daily','dont underestimate mark bounce 50sma daily',7.19889E+17,0.37,0.95,0.475,,,,
83,1,1,,0.94,'closed friday rs line new highs','closed friday rs line new highs',19869247,0.371,0.94,0.47,,,,
174,1,1,,0.97,'closed friday rs line new highs','closed friday rs line new highs',19869247,0.371,0.97,0.485,,,,
165,1,1,,0.99,'closed friday rs line new highs','closed friday rs line new highs',19869247,0.371,0.99,0.495,,,,
162,1,1,,0.92,'pivotal sees 27 upside alphabet','pivotal sees 27 upside alphabet',7.1952E+17,0.372,0.92,0.46,,,,
21,1,-1,+,0.83,'google ibm arm amd begin assault intels server franchise','google ibm arm amd begin assault intels server franchise',7.19905E+17,0.372,-0.83,,,,,
180,1,1,,0.82,'large cap tech finally trying catch up rest market','large cap tech finally trying catch up rest market',13279906,0.373,0.82,0.41,,,,
115,1,1,,0.76,'next major platform','next major platform',7.0841E+17,0.374,0.76,0.38,,,,
127,1,1,,0.89,'like trade 200 sma','like trade 200 sma',5612749,0.374,0.89,0.445,,,,
139,1,1,,0.72,'continues consolidate above previous break area','continues consolidate above previous break area',33922154,0.375,0.72,0.36,,,,
105,1,1,,0.97,'look okay running ','look shorts running cover',16376874,0.375,0.97,0.485,,,,
185,1,1,,0.83,'pypl w solid start ecommerce checkout','pypl w solid start ecommerce checkout',7.19613E+17,0.375,0.83,0.415,,,,
24,1,1,,1,'top stocks','top stocks',14584620,0.376,1,0.5,,,,
111,1,1,,0.96,'best performers','best performers',7.19542E+17,0.376,0.96,0.48,,,,
173,1,1,,0.99,'top stocks','top stocks',14584620,0.376,0.99,0.495,,,,
15,1,1,,0.94,'you enjoy bull run started','you enjoy bull run started',8032355,0.376,0.94,0.47,,,,
129,1,1,,0.88,'biggest gainers today large caps','biggest gainers today large caps',7.19721E+17,0.376,0.88,0.44,,,,
171,1,1,,0.9,' okay days appear ','selling days appear exhausted',27332781,0.376,0.9,0.45,,,,
97,1,1,,0.78,'tplm triangle petroleum 9803 2m expanding caliber','tplm triangle petroleum 9803 2m expanding caliber',15928669,0.376,0.78,0.39,,,,
105,1,1,,0.96,'still long term fan','still long term fan',7.19911E+17,0.377,0.96,0.48,,,,
194,1,1,,0.94,'still up screen','still up screen',16201444,0.377,0.94,0.47,,,,
192,1,1,,0.64,'another 3 gain rigl following last weeks huge call buying apr','another 3 gain rigl following last weeks huge call buying apr',12857945,0.378,0.64,0.32,,,,
103,1,1,,0.91,'okay work','short didnt work',7973423,0.378,0.91,0.455,,,,
138,1,1,,0.94,'up almost up around','up almost up around',7.19521E+17,0.378,0.94,0.47,,,,
185,1,1,,1,'aapl new long 11061 broke','aapl new long 11061 broke',7.19708E+17,0.379,1,0.5,,,,
142,1,1,,0.96,'looks good weekly chart','looks good weekly chart',5627600,0.379,0.96,0.48,,,,
89,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
153,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
133,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
40,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
59,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
91,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
175,1,1,,1,'buy dip','buy dip',22409313,0.38,1,0.5,,,,
147,1,-1,+,0.53,'still position','still position',15119660,0.381,-0.53,,,,,
70,1,1,,0.68,'wmt 13','wmt 13',7.1961E+17,0.382,0.68,0.34,,,,
131,1,1,,0.75,'make ton money','make ton money',5634988,0.382,0.75,0.375,,,,
91,1,1,,0.68,back,back,16660347,0.383,0.68,0.34,,,,
178,1,1,,0.89,'china february retail sales ecommerce remains resilient','china february retail sales ecommerce remains resilient',7.09777E+17,0.383,0.89,0.445,,,,
179,1,1,,0.89,'china february retail sales ecommerce remains resilient','china february retail sales ecommerce remains resilient',7.09777E+17,0.383,0.89,0.445,,,,
177,1,1,,0.98,'supermarket stocks rally tesco plans axe noncore uk assets','supermarket stocks rally tesco plans axe noncore uk assets',7.19807E+17,0.383,0.98,0.49,,,,
190,1,1,,0.98,'one go long money rotating large cap tech','one go long money rotating large cap tech',7.10158E+17,0.383,0.98,0.49,,,,
123,1,1,,0.96,'china february retail sales ecommerce remains resilient','china february retail sales ecommerce remains resilient',7.09777E+17,0.383,0.96,0.48,,,,
109,1,1,,1,'long tech calls','long tech calls',6203155,0.384,1,0.5,,,,
52,1,1,,0.64,'hi beta hi performers','hi beta hi performers',16444001,0.384,0.64,0.32,,,,
53,1,1,,0.99,'tremendous opportunity awaits','tremendous opportunity awaits',7.1175E+17,0.384,0.99,0.495,,,,
119,1,1,,0.99,'long tech calls','long tech calls',6203155,0.384,0.99,0.495,,,,
35,1,1,,0.93,'iphone 6s still better galaxy s7','iphone 6s still better galaxy s7',7.09411E+17,0.385,0.93,0.465,,,,
131,1,1,,0.69,'still loving today','still loving today',24993177,0.385,0.69,0.345,,,,
66,1,1,,0.74,'expecting spy close above','expecting spy close above',7.19607E+17,0.385,0.74,0.37,,,,
111,1,1,,0.99,'buy aggressively pulls back','buy aggressively pulls back',5389922,0.386,0.99,0.495,,,,
59,1,1,,0.85,'highest close since','highest close since',11738018,0.387,0.85,0.425,,,,
156,1,1,,0.6,'drugs biotech getting perky','drugs biotech getting perky',7.19631E+17,0.387,0.6,0.3,,,,
36,1,1,,0.83,'upward movement expected','upward movement expected',7.1954E+17,0.387,0.83,0.415,,,,
59,1,1,,1,long,long,7.19605E+17,0.388,1,0.5,,,,
139,1,1,,1,'lei higher','lei higher',7.19508E+17,0.388,1,0.5,,,,
93,1,1,,0.92,'cash cheap financing fueling wave acquisitions','cash cheap financing fueling wave acquisitions',10573348,0.39,0.92,0.46,,,,
79,1,1,,0.84,'daily mail general trust eyeing yahoo','daily mail general trust eyeing yahoo',7.19524E+17,0.39,0.84,0.42,,,,
25,1,1,,1,'bidding war picks up company','bidding war picks up company',7.19615E+17,0.391,1,0.5,,,,
42,1,1,,0.86,'looks like bouncing nice volume 577 bottom','looks like bouncing nice volume 577 bottom',12720972,0.391,0.86,0.43,,,,
170,1,1,,0.84,'gevos alcohol jet fuel eligible used commercial flight','gevos alcohol jet fuel eligible used commercial flight',7.19864E+17,0.392,0.84,0.42,,,,
15,1,1,,0.89,'look good','look good',5613478,0.392,0.89,0.445,,,,
42,1,1,,0.87,'googl patents turn signal detector autonomous cars','googl patents turn signal detector autonomous cars',7.1958E+17,0.393,0.87,0.435,,,,
155,1,1,,1,'bullish yeah ewz','bullish yeah ewz',32730863,0.393,1,0.5,,,,
141,1,1,,0.99,'long look like 510 run awaits','long look like 510 run awaits',5704829,0.394,0.99,0.495,,,,
189,1,-1,+,0.5,'hanging tough down market due analyst upgrades up almost 3','hanging tough down market due analyst upgrades up almost 3',7526863,0.394,-0.5,,,,,
23,1,1,,0.99,'long look like 510 run awaits','long look like 510 run awaits',5704829,0.394,0.99,0.495,,,,
7,1,1,,0.93,'holding up relatively well compared broad market','holding up relatively well compared broad market',18249994,0.394,0.93,0.465,,,,
55,1,1,,0.99,'long look like 510 run awaits','long look like 510 run awaits',5704829,0.394,0.99,0.495,,,,
60,1,1,,0.89,'addding tsla ss added small vrx long tsla vrx','addding tsla ss added small vrx long tsla vrx',7.10857E+17,0.394,0.89,0.445,,,,
82,1,1,,0.74,'inverse head shoulders forming','inverse head shoulders forming',12708048,0.394,0.74,0.37,,,,
143,1,1,,0.93,'holding up relatively well compared broad market','holding up relatively well compared broad market',18249994,0.394,0.93,0.465,,,,
16,1,1,,0.84,'bet farm','bet farm',7344888,0.395,0.84,0.42,,,,
136,1,1,,0.9,'iphone se could better expected','iphone se could better expected',7.19565E+17,0.395,0.9,0.45,,,,
173,1,1,,0.85,'sounds like well see green tomorrow','sounds like well see green tomorrow',12564320,0.395,0.85,0.425,,,,
150,1,1,,0.99,'calls nice gains still holding','calls nice gains still holding',7.09418E+17,0.396,0.99,0.495,,,,
110,1,1,,0.77,'amazon signed deal lease 20 boeing 767 cargo planes','amazon signed deal lease 20 boeing 767 cargo planes',7.088E+17,0.396,0.77,0.385,,,,
166,1,1,,1,'calls nice gains still holding','calls nice gains still holding',7.09418E+17,0.396,1,0.5,,,,
191,1,1,,0.99,'looks great bullish','looks great bullish',7.19562E+17,0.396,0.99,0.495,,,,
54,1,1,,1,'calls nice gains still holding','calls nice gains still holding',7.09418E+17,0.396,1,0.5,,,,
13,1,-1,+,0.86,'turmoil mena region shippers perform','turmoil mena region shippers perform',15537605,0.397,-0.86,,,,,
159,1,1,,0.94,'up almost 11','up almost 11',5581032,0.398,0.94,0.47,,,,
26,1,1,,0.89,'soars premarket','soars premarket',27583592,0.398,0.89,0.445,,,,
199,1,1,,0.79,'bmw entering rideshare market i3','bmw entering rideshare market i3',7.19525E+17,0.399,0.79,0.395,,,,
66,1,1,,0.88,'looks primed poised run','looks primed poised run',6598629,0.4,0.88,0.44,,,,
177,1,1,,1,'favorite stocks','favorite stocks',11302969,0.401,1,0.5,,,,
108,1,1,,0.74,'would consider opportunity add position company right track still improving sales','would consider opportunity add position company right track still improving sales',26919965,0.401,0.74,0.37,,,,
47,1,1,,1,'favorite stocks','favorite stocks',11302969,0.401,1,0.5,,,,
88,1,1,,1,'okay stock','dont short stock',21680670,0.402,1,0.5,,,,
5,1,1,,0.98,'intrigued technology growth potential','intrigued technology growth potential',20091246,0.403,0.98,0.49,,,,
135,1,1,,0.69,'kndi china electric car maker china car sales 78','kndi china electric car maker china car sales 78',7.19528E+17,0.403,0.69,0.345,,,,
74,1,1,,0.72,'new pm high','new pm high',7.0937E+17,0.403,0.72,0.36,,,,
76,1,1,,0.79,'verizon still bidder beat','verizon still bidder beat',7.19572E+17,0.404,0.79,0.395,,,,
52,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
126,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
137,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
176,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
166,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
178,1,1,,1,'airplane hospitality industries set sights cuba','airplane hospitality industries set sights cuba',7.19548E+17,0.405,1,0.5,,,,
79,1,1,,1,oversold,oversold,7.10594E+17,0.406,1,0.5,,,,
38,1,1,,0.95,oversold,oversold,7.10594E+17,0.406,0.95,0.475,,,,
66,1,1,,0.95,oversold,oversold,7.10594E+17,0.406,0.95,0.475,,,,
108,1,1,,0.99,oversold,oversold,7.10594E+17,0.406,0.99,0.495,,,,
51,1,1,,0.61,'defying downturn','defying downturn',6069381,0.407,0.61,0.305,,,,
92,1,1,,0.72,'headed time highs','headed time highs',7.09715E+17,0.407,0.72,0.36,,,,
48,1,1,,0.72,'defying downturn','defying downturn',6069381,0.407,0.72,0.36,,,,
9,1,1,,0.69,'love company long time','love company long time',7.08481E+17,0.408,0.69,0.345,,,,
16,1,1,,1,'bullish stocks dip','bullish stocks dip',7.1991E+17,0.408,1,0.5,,,,
45,1,1,,0.94,'simo basing nice close 2418 bullish','simo basing nice close 2418 bullish',29960476,0.408,0.94,0.47,,,,
200,1,1,,1,'bullish stocks dip','bullish stocks dip',7.1991E+17,0.408,1,0.5,,,,
79,1,1,,1,'bullish stocks dip','bullish stocks dip',7.1991E+17,0.408,1,0.5,,,,
3,1,1,,0.87,'added gild position started new one bwld','added gild position started new one bwld',7.1955E+17,0.408,0.87,0.435,,,,
43,1,1,,0.98,'great company','great company',23053491,0.408,0.98,0.49,,,,
148,1,1,,1,'bullish stocks dip','bullish stocks dip',7.1991E+17,0.408,1,0.5,,,,
12,1,1,,0.97,'adding expe pcln mix soon already ctrp trip','adding expe pcln mix soon already ctrp trip',7.09398E+17,0.408,0.97,0.485,,,,
86,1,1,,0.85,'offers take place next week','offers take place next week',7.19572E+17,0.409,0.85,0.425,,,,
119,1,1,,0.65,'electronic arts attracts investors','electronic arts attracts investors',7.19908E+17,0.409,0.65,0.325,,,,
135,1,1,,0.89,'opening buyer calls','opening buyer calls',24985847,0.412,0.89,0.445,,,,
160,1,1,,0.8,'dont hang bull hat yet next week pop higher','dont hang bull hat yet next week pop higher',5612699,0.412,0.8,0.4,,,,
88,1,-1,+,0.74,'breaking market pulls back','breaking market pulls back',25333030,0.413,-0.74,,,,,
68,1,1,,0.99,'good news domestic automakers','good news domestic automakers',36285752,0.413,0.99,0.495,,,,
17,1,1,,1,'interest heats up yahoo yhoo','interest heats up yahoo yhoo',7.19487E+17,0.413,1,0.5,,,,
20,1,1,,1,'good news domestic automakers','good news domestic automakers',36285752,0.413,1,0.5,,,,
159,1,1,,0.62,'continue using profits one industry get innovate develo','continue using profits one industry get innovate develo',11574226,0.413,0.62,0.31,,,,
25,1,1,,1,'top stocks 2015 ready lead 2016','top stocks 2015 ready lead 2016',7.1062E+17,0.414,1,0.5,,,,
98,1,1,,1,'go long exp imo','go long exp imo',5706586,0.414,1,0.5,,,,
145,1,1,,1,'top 5 stock picks','top 5 stock picks',7.19732E+17,0.414,1,0.5,,,,
145,1,1,,1,'top stocks 2015 ready lead 2016','top stocks 2015 ready lead 2016',7.1062E+17,0.414,1,0.5,,,,
5,1,1,,0.99,'top 5 stock picks','top 5 stock picks',7.19732E+17,0.414,0.99,0.495,,,,
168,1,1,,0.99,'top 5 stock picks','top 5 stock picks',7.19732E+17,0.414,0.99,0.495,,,,
23,1,1,,0.79,'think tnh winner ringing register','think tnh winner ringing register',33542411,0.415,0.79,0.395,,,,
59,1,1,,0.97,'buy 3 stocks theres blood streets','buy 3 stocks theres blood streets',7.10793E+17,0.415,0.97,0.485,,,,
113,1,1,,0.75,'get wfm mjn','get wfm mjn',7.1046E+17,0.415,0.75,0.375,,,,
59,1,1,,0.99,'buy 3 stocks theres blood streets','buy 3 stocks theres blood streets',7.10793E+17,0.415,0.99,0.495,,,,
10,1,1,,0.98,'buy 3 stocks theres blood streets','buy 3 stocks theres blood streets',7.10793E+17,0.415,0.98,0.49,,,,
62,1,1,,0.84,'wouldnt surprised see green close','wouldnt surprised see green close',14422418,0.416,0.84,0.42,,,,
200,1,-1,+,0.62,'guess late traders stocking up tsla','guess late traders stocking up tsla',7.10814E+17,0.416,-0.62,,,,,
80,1,1,,0.86,'great step china let fb','great step china let fb',7.11251E+17,0.417,0.86,0.43,,,,
140,1,1,,1,'stay best breed room run','stay best breed room run',17875968,0.417,1,0.5,,,,
24,1,1,,0.75,'accumulating bsmx pullback','accumulating bsmx pullback',11465126,0.417,0.75,0.375,,,,
51,1,1,,0.87,'cafn cachet financial solutions surging forward today post earnings up 1326','cafn cachet financial solutions surging forward today post earnings up 1326',7.08381E+17,0.418,0.87,0.435,,,,
151,1,-1,+,0.88,'rsi down 20','rsi down 20',5849492,0.418,-0.88,,,,,
153,1,1,,1,'coal shipping sectors could rise','coal shipping sectors could rise',35268174,0.418,1,0.5,,,,
141,1,1,,0.99,'coal shipping sectors could rise','coal shipping sectors could rise',35268174,0.418,0.99,0.495,,,,
119,1,1,,0.97,'working cuba deals','working cuba deals',7.08681E+17,0.419,0.97,0.485,,,,
48,1,1,,0.71,'breaking 52 week highs timing looks great','breaking 52 week highs timing looks great',7.19939E+17,0.419,0.71,0.355,,,,
132,1,1,,0.71,'breaking 52 week highs timing looks great','breaking 52 week highs timing looks great',7.19939E+17,0.419,0.71,0.355,,,,
78,1,1,,0.77,'master class conquer mobile astonishing','master class conquer mobile astonishing',7.19861E+17,0.419,0.77,0.385,,,,
145,1,1,,0.94,'working cuba deals','working cuba deals',7.08681E+17,0.419,0.94,0.47,,,,
46,1,1,,0.9,'surges deal','surges deal',7.08433E+17,0.419,0.9,0.45,,,,
20,1,1,,0.96,'making kinds gains','making kinds gains',7.10165E+17,0.42,0.96,0.48,,,,
103,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
169,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
159,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
192,1,1,,0.95,'exceptionally bullish romney mkt economy','exceptionally bullish romney mkt economy',8899188,0.421,0.95,0.475,,,,
120,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
160,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
183,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
197,1,1,,0.94,'looking add shares get new high breakout','looking add shares get new high breakout',11379892,0.421,0.94,0.47,,,,
153,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
13,1,1,,1,'somewhat tempting long side','somewhat tempting long side',36022410,0.421,1,0.5,,,,
175,1,1,,1,'unusual call activity','unusual call activity',7.09778E+17,0.421,1,0.5,,,,
186,1,1,,0.88,'added gild position started new one bwld','added gild position started new one bwld',7.1955E+17,0.422,0.88,0.44,,,,
53,1,1,,0.72,'landed ea','landed ea',7.19717E+17,0.422,0.72,0.36,,,,
132,1,1,,0.85,'ill take side trade','ill take side trade',7.19579E+17,0.422,0.85,0.425,,,,
70,1,1,,0.86,'bullish nflx day trade setup','bullish nflx day trade setup',7.19503E+17,0.422,0.86,0.43,,,,
72,1,1,,0.96,'institutions seem like class stocks','institutions seem like class stocks',12767826,0.422,0.96,0.48,,,,
187,1,1,,0.79,'ill take side trade','ill take side trade',7.19579E+17,0.422,0.79,0.395,,,,
25,1,1,,0.97,'institutions seem like class stocks','institutions seem like class stocks',12767826,0.422,0.97,0.485,,,,
86,1,1,,0.97,'ief bullish','ief bullish',22780978,0.423,0.97,0.485,,,,
119,1,1,,0.92,'looking add gold miner possibly lower pe tech name close','looking add gold miner possibly lower pe tech name close',24504842,0.425,0.92,0.46,,,,
31,1,1,,0.91,'looking add gold miner possibly lower pe tech name close','looking add gold miner possibly lower pe tech name close',24504842,0.425,0.91,0.455,,,,
21,1,1,,0.94,'looking add gold miner possibly lower pe tech name close','looking add gold miner possibly lower pe tech name close',24504842,0.425,0.94,0.47,,,,
165,1,1,,1,'top netpayoutyields','top netpayoutyields',7.10965E+17,0.426,1,0.5,,,,
23,1,1,,0.99,'1mil buy order','1mil buy order',23386645,0.426,0.99,0.495,,,,
12,1,1,,1,'top netpayoutyields','top netpayoutyields',7.10965E+17,0.426,1,0.5,,,,
33,1,1,,1,'top netpayoutyields','top netpayoutyields',7.10965E+17,0.426,1,0.5,,,,
114,1,1,,1,'top netpayoutyields','top netpayoutyields',7.10965E+17,0.426,1,0.5,,,,
155,1,1,,0.97,'positive comments ms','positive comments ms',7.196E+17,0.426,0.97,0.485,,,,
15,1,1,,1,'top netpayoutyields','top netpayoutyields',7.10965E+17,0.426,1,0.5,,,,
188,1,1,,0.86,'hearing rumours major joint venture announcement','hearing rumours major joint venture announcement',18341620,0.427,0.86,0.43,,,,
124,1,1,,1,long,long,10462838,0.428,1,0.5,,,,
176,1,1,,0.72,toprated,toprated,7.08411E+17,0.428,0.72,0.36,,,,
185,1,1,,0.72,toprated,toprated,7.08411E+17,0.428,0.72,0.36,,,,
75,1,1,,1,'prob buy','prob buy',7.11199E+17,0.428,1,0.5,,,,
138,1,1,,0.83,'still positive market bias sharp rally lowquality stocks points ongoing market gains','still positive market bias sharp rally lowquality stocks points ongoing market gains',7.08416E+17,0.428,0.83,0.415,,,,
2,1,1,,0.69,'enough shares beast keeps moving','enough shares beast keeps moving',25895748,0.429,0.69,0.345,,,,
116,1,1,,0.95,oversold,oversold,37635102,0.43,0.95,0.475,,,,
75,1,1,,0.99,'msft higher expected','msft higher expected',7.19847E+17,0.43,0.99,0.495,,,,
47,1,1,,0.82,'stocks came up screens longs','stocks came up screens longs',30374823,0.431,0.82,0.41,,,,
134,1,1,,0.82,'stocks came up screens longs','stocks came up screens longs',30374823,0.431,0.82,0.41,,,,
73,1,1,,0.96,'five stocks helped starboard values equity portfolio return 65 q1','five stocks helped starboard values equity portfolio return 65 q1',7.19545E+17,0.432,0.96,0.48,,,,
93,1,1,,0.87,'new hod','new hod',17353673,0.432,0.87,0.435,,,,
104,1,-1,+,0.54,'gets patent goes up 20 today','gets patent goes up 20 today',14646229,0.432,-0.54,,,,,
8,1,1,,0.66,'real assets','real assets',34182363,0.432,0.66,0.33,,,,
82,1,1,,0.88,'biggest gainers today large caps','biggest gainers today large caps',7.19721E+17,0.432,0.88,0.44,,,,
107,1,1,,0.66,'buddy bet bank','buddy bet bank',35488607,0.432,0.66,0.33,,,,
169,1,1,,0.85,'big qqq up day','big qqq up day',7.1954E+17,0.432,0.85,0.425,,,,
82,1,1,,0.96,'five stocks helped starboard values equity portfolio return 65 q1','five stocks helped starboard values equity portfolio return 65 q1',7.19545E+17,0.432,0.96,0.48,,,,
88,1,1,,0.96,'five stocks helped starboard values equity portfolio return 65 q1','five stocks helped starboard values equity portfolio return 65 q1',7.19545E+17,0.432,0.96,0.48,,,,
195,1,1,,1,'stocks insiders bullish','stocks insiders bullish',5441240,0.433,1,0.5,,,,
31,1,1,,0.98,'stocks insiders bullish','stocks insiders bullish',5441240,0.433,0.98,0.49,,,,
66,1,1,,0.98,'stocks insiders bullish','stocks insiders bullish',5441240,0.433,0.98,0.49,,,,
37,1,1,,0.73,'overall market improve','overall market improve',10513339,0.433,0.73,0.365,,,,
80,1,1,,0.99,'stocks insiders bullish','stocks insiders bullish',5441240,0.433,0.99,0.495,,,,
85,1,1,,0.99,'stocks insiders bullish','stocks insiders bullish',5441240,0.433,0.99,0.495,,,,
144,1,1,,0.91,'amazon declares best ever black friday cyber monday kindle family','amazon declares best ever black friday cyber monday kindle family',10712128,0.434,0.91,0.455,,,,
162,1,-1,+,0.86,'fb taking shine aapl goog','fb taking shine aapl goog',7.19946E+17,0.435,-0.86,,,,,
167,1,1,,0.99,'own okay',ownitdonttradeit,7.19887E+17,0.435,0.99,0.495,,,,
50,1,1,,0.89,'progress witnessed truly stunning','progress witnessed truly stunning',7.09797E+17,0.436,0.89,0.445,,,,
69,1,1,,1,'looking oversold bounce','looking oversold bounce',10716152,0.436,1,0.5,,,,
194,1,1,,0.99,'citing positive spending trends','citing positive spending trends',7.09351E+17,0.436,0.99,0.495,,,,
46,1,1,,0.92,'bot chrw','bot chrw',6282743,0.437,0.92,0.46,,,,
195,1,1,,0.94,'loving btu coal stocks','loving btu coal stocks',8143037,0.437,0.94,0.47,,,,
178,1,1,,0.98,buy,buy,17470361,0.437,0.98,0.49,,,,
126,1,1,,0.87,'bot ezpw','bot ezpw',6282743,0.437,0.87,0.435,,,,
6,1,1,,1,'long leaps','long leaps',6751172,0.438,1,0.5,,,,
197,1,1,,0.98,'long setup','long setup',5955346,0.438,0.98,0.49,,,,
80,1,1,,0.85,'biggies must loading up lows','biggies must loading up lows',14427501,0.438,0.85,0.425,,,,
97,1,1,,0.95,'gap up tomorrow','gap up tomorrow',9562530,0.439,0.95,0.475,,,,
116,1,1,,0.78,upgraded,upgraded,6145354,0.439,0.78,0.39,,,,
12,1,1,,1,'ive picking up railroad stocks retirement acct','ive picking up railroad stocks retirement acct',7.19948E+17,0.441,1,0.5,,,,
140,1,1,,0.96,'bullish reversal setup breakout','bullish reversal setup breakout',35243913,0.441,0.96,0.48,,,,
96,1,1,,1,'ive picking up railroad stocks retirement acct','ive picking up railroad stocks retirement acct',7.19948E+17,0.441,1,0.5,,,,
163,1,1,,1,'holding up nicely','holding up nicely',5917844,0.441,1,0.5,,,,
38,1,1,,0.72,'uco 444','uco 444',7.19556E+17,0.442,0.72,0.36,,,,
95,1,1,,0.81,'gold going parabolic keep chasing tops boys','gold going parabolic keep chasing tops boys',19129771,0.442,0.81,0.405,,,,
78,1,1,,0.85,'gold going parabolic keep chasing tops boys','gold going parabolic keep chasing tops boys',19129771,0.442,0.85,0.425,,,,
146,1,1,,0.99,'making new hod','making new hod',7.19524E+17,0.442,0.99,0.495,,,,
77,1,1,,0.98,'3330 increased bullish conversations','3330 increased bullish conversations',22410112,0.442,0.98,0.49,,,,
91,1,1,,0.95,'impressive numbers','impressive numbers',7.10146E+17,0.443,0.95,0.475,,,,
23,1,-1,+,0.506,'report apple signs up googles cloud','report apple signs up googles cloud',7.10221E+17,0.443,-0.506,,,,,
151,1,1,,0.96,'someone bought lots calls mon','someone bought lots calls mon',7.10187E+17,0.444,0.96,0.48,,,,
20,1,1,,1,'long favorite covered call','long favorite covered call',6356178,0.444,1,0.5,,,,
88,1,1,,0.86,'long setup closed above 20ma','long setup closed above 20ma',5364779,0.444,0.86,0.43,,,,
29,1,1,,1,'gap up today say heat coming','gap up today say heat coming',25576950,0.446,1,0.5,,,,
21,1,1,,0.75,'apparently intel thinks women get paid men intc gender pay parity 100','apparently intel thinks women get paid men intc gender pay parity 100',7.1992E+17,0.447,0.75,0.375,,,,
81,1,1,,0.96,'todays top gainers','todays top gainers',34349961,0.447,0.96,0.48,,,,
30,1,1,,0.89,'stock 41 upside','stock 41 upside',7.09378E+17,0.447,0.89,0.445,,,,
87,1,1,,0.92,'todays top gainers','todays top gainers',34349961,0.447,0.92,0.46,,,,
59,1,1,,1,'found good bull setups week','found good bull setups week',28165236,0.448,1,0.5,,,,
159,1,1,,0.99,'found good bull setups week','found good bull setups week',28165236,0.448,0.99,0.495,,,,
110,1,1,,0.93,'breakout confirmed upturn','breakout confirmed upturn',7.19501E+17,0.448,0.93,0.465,,,,
150,1,1,,0.95,'another one add already happily holding','another one add already happily holding',7.1963E+17,0.448,0.95,0.475,,,,
181,1,1,,0.99,'found good bull setups week','found good bull setups week',28165236,0.448,0.99,0.495,,,,
6,1,1,,1,'found good bull setups week','found good bull setups week',28165236,0.448,1,0.5,,,,
185,1,1,,1,'found good bull setups week','found good bull setups week',28165236,0.448,1,0.5,,,,
188,1,1,,0.82,'massive recent recovery toward new highs give real shareholders encouragement questcor','massive recent recovery toward new highs give real shareholders encouragement questcor',11661340,0.448,0.82,0.41,,,,
5,1,-1,+,0.57,'watch everyone tuesday night serious breakout','watch everyone tuesday night serious breakout',23731009,0.448,-0.57,,,,,
77,1,1,,1,'fed cuts rates forecast calls go 100','fed cuts rates forecast calls go 100',7.10232E+17,0.449,1,0.5,,,,
78,1,1,,0.96,'went long','went long',6370584,0.449,0.96,0.48,,,,
169,1,1,,0.99,'fed cuts rates forecast calls go 100','fed cuts rates forecast calls go 100',7.10232E+17,0.449,0.99,0.495,,,,
136,1,1,,0.99,'fed cuts rates forecast calls go 100','fed cuts rates forecast calls go 100',7.10232E+17,0.449,0.99,0.495,,,,
39,1,1,,1,'fed cuts rates forecast calls go 100','fed cuts rates forecast calls go 100',7.10232E+17,0.449,1,0.5,,,,
75,1,1,,0.93,'lvmh affordable luxe fine helped dutyfree confident mainstream shoppers','lvmh affordable luxe fine helped dutyfree confident mainstream shoppers',7.19577E+17,0.45,0.93,0.465,,,,
